# Program:featureCounts v1.6.4; Command:"featureCounts" "-F" "SAF" "-O" "--fracOverlap" "0.2" "-T" "6" "-a" "consensus_peaks.mRp.clN.saf" "-o" "consensus_peaks.mRp.clN.featureCounts.txt" "Tscm_R1.mLb.clN.sorted.bam" "Tscm_R3.mLb.clN.sorted.bam" "Tsem_R2.mLb.clN.sorted.bam" "Tsem_R1.mLb.clN.sorted.bam" "Tscm_R2.mLb.clN.sorted.bam" "Tsem_R3.mLb.clN.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	Tscm_R1.mLb.clN.sorted.bam	Tscm_R3.mLb.clN.sorted.bam	Tsem_R2.mLb.clN.sorted.bam	Tsem_R1.mLb.clN.sorted.bam	Tscm_R2.mLb.clN.sorted.bam	Tsem_R3.mLb.clN.sorted.bam
Interval_2478	chr1	120388788	120389129	+	342	4	22	10	6	9	10
Interval_2479	chr1	120414790	120415342	+	553	13	25	15	21	17	24
Interval_2480	chr1	120415582	120415786	+	205	3	4	2	2	1	13
Interval_2481	chr1	120534643	120535178	+	536	12	22	1	1	4	6
Interval_2482	chr1	120544488	120544791	+	304	4	10	4	5	6	11
Interval_2483	chr1	120558611	120559011	+	401	12	36	21	19	21	28
Interval_2484	chr1	120561725	120562175	+	451	34	72	46	44	58	57
Interval_2485	chr1	120723621	120724457	+	837	26	48	18	47	46	44
Interval_2486	chr1	120844161	120844997	+	837	40	77	35	51	48	57
Interval_2487	chr1	120850403	120851488	+	1086	133	261	139	140	193	206
Interval_2488	chr1	120891590	120891924	+	335	8	17	10	8	18	11
Interval_2489	chr1	120911962	120912168	+	207	5	11	5	12	11	10
Interval_2490	chr1	120913945	120914470	+	526	36	68	34	44	54	47
Interval_2491	chr1	120941810	120942831	+	1022	104	223	141	156	179	174
Interval_2492	chr1	121097091	121098099	+	1009	35	37	13	39	45	23
Interval_2493	chr1	121184416	121185079	+	664	176	237	179	184	220	187
Interval_2494	chr1	121365750	121366100	+	351	6	22	21	11	23	11
Interval_2495	chr1	121395743	121395943	+	201	6	6	1	3	4	3
Interval_2496	chr1	121396926	121397281	+	356	6	13	5	4	10	17
Interval_2497	chr1	121401434	121401833	+	400	7	15	8	10	10	19
Interval_2498	chr1	121458721	121458935	+	215	1	11	1	2	6	5
Interval_2499	chr1	121516494	121516923	+	430	36	51	18	28	38	41
Interval_2500	chr1	121518948	121519884	+	937	79	101	60	94	86	113
Interval_2501	chr1	121547280	121547522	+	243	5	9	6	5	9	12
Interval_2502	chr1	121551513	121551887	+	375	14	36	19	10	31	30
Interval_2503	chr1	121586839	121587099	+	261	2	3	6	6	6	11
Interval_2504	chr1	122897594	122897794	+	201	0	1	7	0	16	0
Interval_2505	chr1	124692003	124692232	+	230	0	8	7	0	6	11
Interval_2506	chr1	124731186	124731390	+	205	2	6	3	4	4	6
Interval_2507	chr1	125180012	125180362	+	351	15	29	25	21	35	28
Interval_2508	chr1	125181354	125181668	+	315	3	12	7	9	25	9
Interval_2509	chr1	143184562	143185220	+	659	8	13	11	8	28	13
Interval_2510	chr1	143195367	143195571	+	205	2	5	3	2	7	7
Interval_2511	chr1	143203579	143203847	+	269	4	7	4	3	10	1
Interval_2512	chr1	143216061	143216327	+	267	3	4	5	5	13	8
Interval_2513	chr1	143221678	143221887	+	210	5	4	7	4	12	8
Interval_2514	chr1	143222087	143222418	+	332	8	8	4	4	13	8
Interval_2515	chr1	143231738	143232074	+	337	5	7	10	9	10	12
Interval_2516	chr1	143245667	143245986	+	320	5	5	6	5	15	9
Interval_2517	chr1	143246895	143247233	+	339	5	9	13	4	24	11
Interval_2518	chr1	143253148	143253393	+	246	2	4	4	2	10	9
Interval_2519	chr1	143263293	143263504	+	212	6	11	10	5	18	14
Interval_2520	chr1	143264101	143264407	+	307	6	11	7	6	20	18
Interval_2521	chr1	143264508	143264861	+	354	15	22	19	14	35	28
Interval_2522	chr1	143265327	143265568	+	242	5	7	9	1	15	9
Interval_2523	chr1	143266271	143266572	+	302	2	6	9	8	18	10
Interval_2524	chr1	143272946	143273152	+	207	4	6	4	2	10	3
Interval_2525	chr1	143885002	143885264	+	263	8	4	4	10	8	9
Interval_2526	chr1	144046182	144046542	+	361	5	17	16	14	17	8
Interval_2527	chr1	144412122	144413142	+	1021	80	180	82	94	129	134
Interval_2528	chr1	144418870	144419396	+	527	14	35	24	14	19	19
Interval_2529	chr1	144461019	144461348	+	330	4	6	4	11	1	9
Interval_2530	chr1	144461415	144461784	+	370	11	18	8	11	17	13
Interval_2531	chr1	144523678	144524495	+	818	58	70	43	51	62	59
Interval_2532	chr1	144532176	144532514	+	339	14	12	7	4	9	1
Interval_2533	chr1	144534280	144534693	+	414	15	25	17	21	21	21
Interval_2534	chr1	144546290	144546841	+	552	52	93	65	63	77	69
Interval_2535	chr1	144551420	144552444	+	1025	72	138	71	86	96	100
Interval_2536	chr1	144560622	144561066	+	445	52	87	48	48	60	64
Interval_2537	chr1	144567657	144567871	+	215	6	8	6	3	11	6
Interval_2538	chr1	145176480	145176920	+	441	7	30	7	1	21	10
Interval_2539	chr1	145189246	145189531	+	286	0	16	4	2	11	12
Interval_2540	chr1	145191170	145191669	+	500	10	27	6	14	16	13
Interval_2541	chr1	145214339	145214894	+	556	26	48	21	31	41	33
Interval_2542	chr1	145215063	145215397	+	335	12	19	8	17	15	16
Interval_2543	chr1	145215880	145216181	+	302	5	11	10	8	9	19
Interval_2544	chr1	145280639	145281681	+	1043	63	180	107	96	161	124
Interval_2545	chr1	145287108	145287901	+	794	16	34	6	15	30	23
Interval_2546	chr1	145424629	145424931	+	303	8	18	6	9	7	7
Interval_2547	chr1	145425447	145425850	+	404	6	12	6	5	9	12
Interval_2548	chr1	145465338	145465980	+	643	62	143	46	68	87	101
Interval_2549	chr1	145607731	145608366	+	636	64	135	48	77	75	98
Interval_2550	chr1	145690528	145690924	+	397	4	35	12	10	16	23
Interval_2551	chr1	145721010	145721513	+	504	1	21	7	4	12	29
Interval_2552	chr1	145823769	145824395	+	627	48	84	49	61	63	62
Interval_2553	chr1	145845342	145845954	+	613	17	39	19	32	34	40
Interval_2554	chr1	145858777	145859481	+	705	59	69	35	77	87	89
Interval_2555	chr1	145872043	145872310	+	268	4	7	5	6	6	8
Interval_2556	chr1	145885682	145886187	+	506	45	82	29	39	62	50
Interval_2557	chr1	145891930	145892159	+	230	6	9	3	2	1	4
Interval_2558	chr1	145918509	145919321	+	813	105	200	120	132	153	156
Interval_2559	chr1	145927014	145927863	+	850	107	208	122	136	149	182
Interval_2560	chr1	145932598	145933076	+	479	9	50	22	28	46	49
Interval_2561	chr1	145957393	145957716	+	324	21	49	9	27	29	46
Interval_2562	chr1	145957795	145958326	+	532	97	161	95	111	130	120
Interval_2563	chr1	145964395	145964917	+	523	43	102	47	63	70	73
Interval_2564	chr1	145979344	145980562	+	1219	85	200	101	110	186	108
Interval_2565	chr1	145988850	145989081	+	232	7	11	15	6	15	9
Interval_2566	chr1	145996494	145996952	+	459	39	71	65	38	91	58
Interval_2567	chr1	145997104	145997536	+	433	28	32	48	16	100	39
Interval_2568	chr1	145998275	145998475	+	201	3	4	27	2	41	0
Interval_2569	chr1	145999702	145999988	+	287	18	22	17	14	48	9
Interval_2570	chr1	146007072	146007535	+	464	8	32	31	12	54	25
Interval_2571	chr1	146035478	146035810	+	333	25	47	21	39	33	42
Interval_2572	chr1	146036883	146038408	+	1526	114	233	108	148	161	204
Interval_2573	chr1	146051872	146052773	+	902	37	104	27	42	61	78
Interval_2574	chr1	146228745	146228972	+	228	8	13	6	11	5	12
Interval_2575	chr1	146369949	146370359	+	411	6	23	3	10	11	13
Interval_2576	chr1	146376308	146377454	+	1147	84	168	87	128	111	132
Interval_2577	chr1	146386794	146387080	+	287	9	17	9	6	11	11
Interval_2578	chr1	146387222	146387731	+	510	25	89	13	32	35	58
Interval_2579	chr1	146399225	146399654	+	430	6	33	13	24	20	15
Interval_2580	chr1	146401507	146401851	+	345	5	16	3	6	8	8
Interval_2581	chr1	146409786	146410270	+	485	7	29	19	8	29	26
Interval_2582	chr1	146411939	146412467	+	529	17	40	17	22	32	30
Interval_2583	chr1	146472332	146472786	+	455	16	45	21	27	34	26
Interval_2584	chr1	146478227	146478478	+	252	3	5	1	3	0	15
Interval_2585	chr1	146938168	146938829	+	662	50	75	35	55	56	61
Interval_2586	chr1	147084439	147085174	+	736	20	48	14	15	28	40
Interval_2587	chr1	147172076	147173090	+	1015	87	120	71	115	88	113
Interval_2588	chr1	147225102	147225568	+	467	18	23	9	11	13	14
Interval_2589	chr1	147242362	147243457	+	1096	46	93	30	72	72	93
Interval_2590	chr1	147494980	147495363	+	384	4	23	5	11	9	14
Interval_2591	chr1	147541222	147541599	+	378	42	101	23	30	40	52
Interval_2592	chr1	147544973	147545510	+	538	89	168	81	96	124	125
Interval_2593	chr1	147580294	147580518	+	225	10	6	3	1	2	8
Interval_2594	chr1	147599192	147600294	+	1103	122	167	81	114	138	126
Interval_2595	chr1	147618084	147618382	+	299	9	14	1	4	1	2
Interval_2596	chr1	147629241	147629445	+	205	2	10	0	4	6	5
Interval_2597	chr1	147640760	147641163	+	404	14	32	9	9	23	24
Interval_2598	chr1	147648212	147648682	+	471	19	28	13	15	25	18
Interval_2599	chr1	147669560	147669801	+	242	7	10	9	10	8	7
Interval_2600	chr1	147669855	147670811	+	957	33	56	24	32	50	67
Interval_2601	chr1	147688554	147689027	+	474	2	32	12	12	19	30
Interval_2602	chr1	147699983	147700494	+	512	17	23	10	4	17	13
Interval_2603	chr1	147717027	147717374	+	348	10	35	2	5	2	8
Interval_2604	chr1	147762779	147762995	+	217	4	4	1	3	4	1
Interval_2605	chr1	147928139	147928743	+	605	62	121	58	83	82	86
Interval_2606	chr1	148038459	148039123	+	665	69	152	62	74	79	97
Interval_2607	chr1	148151905	148152507	+	603	34	65	27	37	48	46
Interval_2608	chr1	148254927	148255127	+	201	0	5	5	2	7	7
Interval_2609	chr1	148263070	148263962	+	893	55	106	22	36	58	85
Interval_2610	chr1	148280269	148280890	+	622	12	37	8	13	17	8
Interval_2611	chr1	148318418	148319021	+	604	21	38	12	23	14	28
Interval_2612	chr1	148334242	148335254	+	1013	46	132	42	44	86	77
Interval_2613	chr1	148361577	148361938	+	362	12	17	5	9	14	18
Interval_2614	chr1	148363401	148363674	+	274	7	16	5	5	6	5
Interval_2615	chr1	148371477	148372002	+	526	35	50	21	33	37	47
Interval_2616	chr1	148372612	148373122	+	511	40	78	28	38	62	57
Interval_2617	chr1	148388473	148389185	+	713	41	106	41	34	74	79
Interval_2618	chr1	148397532	148397982	+	451	18	39	14	11	41	23
Interval_2619	chr1	148402123	148403055	+	933	66	136	73	77	107	107
Interval_2620	chr1	148458314	148459574	+	1261	46	101	52	65	69	92
Interval_2621	chr1	148481155	148481502	+	348	10	27	11	13	16	20
Interval_2622	chr1	148512865	148513137	+	273	3	8	11	8	6	9
Interval_2623	chr1	148522111	148523122	+	1012	85	236	100	109	143	163
Interval_2624	chr1	148528630	148528946	+	317	2	11	7	7	9	5
Interval_2625	chr1	148529258	148529600	+	343	4	13	8	5	6	18
Interval_2626	chr1	148844165	148844366	+	202	6	4	4	2	8	7
Interval_2627	chr1	148948739	148949190	+	452	25	58	45	44	52	59
Interval_2628	chr1	148951928	148952312	+	385	9	30	17	17	28	27
Interval_2629	chr1	148976004	148976284	+	281	11	4	3	1	3	4
Interval_2630	chr1	149102605	149102949	+	345	6	10	7	16	9	13
Interval_2631	chr1	149103383	149103675	+	293	7	11	8	7	3	5
Interval_2632	chr1	149160325	149160590	+	266	7	10	2	6	7	5
Interval_2633	chr1	149174700	149175113	+	414	11	18	17	10	33	11
Interval_2634	chr1	149176602	149177293	+	692	27	50	34	28	46	36
Interval_2635	chr1	149285757	149286084	+	328	5	15	7	8	8	14
Interval_2636	chr1	149390211	149390875	+	665	10	24	17	11	21	27
Interval_2637	chr1	149558306	149558768	+	463	10	15	8	11	15	19
Interval_2638	chr1	149585616	149586022	+	407	16	41	33	14	57	20
Interval_2639	chr1	149605999	149606432	+	434	10	23	7	7	13	15
Interval_2640	chr1	149607935	149608135	+	201	3	6	5	4	8	10
Interval_2641	chr1	149608505	149608841	+	337	7	24	20	19	18	13
Interval_2642	chr1	149620479	149620760	+	282	3	11	9	4	15	5
Interval_2643	chr1	149631722	149632030	+	309	19	36	16	19	24	24
Interval_2644	chr1	149633663	149633981	+	319	11	31	30	17	34	39
Interval_2645	chr1	149635445	149635775	+	331	9	31	17	17	26	23
Interval_2646	chr1	149636193	149637046	+	854	87	160	90	90	139	108
Interval_2647	chr1	149692848	149693338	+	491	11	30	6	8	22	14
Interval_2648	chr1	149708502	149708829	+	328	14	14	0	12	0	7
Interval_2649	chr1	149792523	149793318	+	796	32	44	28	55	40	45
Interval_2650	chr1	149812152	149812778	+	627	83	176	76	102	121	120
Interval_2651	chr1	149813537	149813857	+	321	16	25	8	15	21	21
Interval_2652	chr1	149843470	149843791	+	322	7	7	6	8	8	23
Interval_2653	chr1	149844118	149844534	+	417	13	37	11	12	25	24
Interval_2654	chr1	149849843	149850336	+	494	14	30	8	13	16	32
Interval_2655	chr1	149879596	149879888	+	293	6	9	1	7	12	11
Interval_2656	chr1	149886488	149887159	+	672	143	304	165	155	220	231
Interval_2657	chr1	149887563	149888550	+	988	159	373	149	192	216	261
Interval_2658	chr1	149899281	149900195	+	915	45	91	40	68	90	106
Interval_2659	chr1	149917625	149918001	+	377	7	19	4	12	10	12
Interval_2660	chr1	149927555	149928523	+	969	110	193	111	126	138	173
Interval_2661	chr1	149939073	149939443	+	371	8	19	3	8	10	7
Interval_2662	chr1	149962017	149962406	+	390	6	11	3	8	7	9
Interval_2663	chr1	149965521	149965793	+	273	7	13	0	1	4	3
Interval_2664	chr1	150009729	150010005	+	277	7	11	7	5	7	3
Interval_2665	chr1	150010516	150011083	+	568	11	26	13	18	22	25
Interval_2666	chr1	150067038	150067988	+	951	32	52	46	55	86	75
Interval_2667	chr1	150073005	150073394	+	390	2	9	3	5	17	15
Interval_2668	chr1	150076127	150076383	+	257	3	7	2	6	10	3
Interval_2669	chr1	150106411	150106741	+	331	13	16	3	15	4	5
Interval_2670	chr1	150149699	150150151	+	453	30	41	20	52	36	48
Interval_2671	chr1	150151177	150152030	+	854	78	187	124	101	163	171
Interval_2672	chr1	150169118	150169371	+	254	5	4	5	6	1	9
Interval_2673	chr1	150186889	150187656	+	768	12	22	11	23	8	28
Interval_2674	chr1	150213531	150214232	+	702	48	85	40	46	58	57
Interval_2675	chr1	150234490	150234961	+	472	55	85	32	55	65	56
Interval_2676	chr1	150235859	150236502	+	644	160	286	171	196	220	218
Interval_2677	chr1	150255326	150255806	+	481	8	22	10	7	18	14
Interval_2678	chr1	150255887	150256160	+	274	2	15	9	5	6	7
Interval_2679	chr1	150268237	150269342	+	1106	63	131	61	78	94	111
Interval_2680	chr1	150281403	150281661	+	259	6	12	7	8	17	21
Interval_2681	chr1	150281718	150282665	+	948	44	114	47	66	110	93
Interval_2682	chr1	150293597	150294148	+	552	50	114	42	46	68	59
Interval_2683	chr1	150321208	150321758	+	551	42	103	45	47	71	84
Interval_2684	chr1	150363491	150364800	+	1310	157	273	158	208	234	251
Interval_2685	chr1	150446554	150446754	+	201	0	0	3	5	0	3
Interval_2686	chr1	150464401	150464774	+	374	8	16	4	8	16	15
Interval_2687	chr1	150487053	150487633	+	581	58	114	79	68	82	108
Interval_2688	chr1	150515391	150516099	+	709	47	80	41	68	55	67
Interval_2689	chr1	150548762	150549127	+	366	7	16	3	19	7	15
Interval_2690	chr1	150560101	150560391	+	291	35	53	19	34	35	39
Interval_2691	chr1	150561009	150561765	+	757	54	100	67	84	74	110
Interval_2692	chr1	150562027	150562385	+	359	36	66	36	41	49	48
Interval_2693	chr1	150563314	150563871	+	558	75	163	62	126	87	114
Interval_2694	chr1	150567437	150567772	+	336	40	42	17	27	25	37
Interval_2695	chr1	150572081	150572522	+	442	12	35	20	31	26	52
Interval_2696	chr1	150577714	150578281	+	568	53	98	43	36	59	74
Interval_2697	chr1	150579433	150580018	+	586	55	95	55	83	89	98
Interval_2698	chr1	150611368	150612055	+	688	175	294	207	220	235	233
Interval_2699	chr1	150613546	150613893	+	348	30	67	53	51	67	73
Interval_2700	chr1	150615722	150616036	+	315	9	46	47	33	26	64
Interval_2701	chr1	150621517	150621766	+	250	4	18	4	5	9	12
Interval_2702	chr1	150628981	150629995	+	1015	264	502	300	345	405	427
Interval_2703	chr1	150683906	150684290	+	385	4	10	6	5	8	9
Interval_2704	chr1	150697028	150697633	+	606	106	193	119	115	164	163
Interval_2705	chr1	150764585	150764967	+	383	4	6	3	4	12	12
Interval_2706	chr1	150765717	150765924	+	208	1	6	2	3	8	3
Interval_2707	chr1	150770860	150771303	+	444	26	38	24	17	35	22
Interval_2708	chr1	150841742	150842017	+	276	11	17	1	3	7	7
Interval_2709	chr1	150876197	150877051	+	855	155	222	127	179	209	183
Interval_2710	chr1	150890078	150890280	+	203	3	6	4	1	6	9
Interval_2711	chr1	150925960	150926550	+	591	74	122	71	90	91	107
Interval_2712	chr1	150973775	150974179	+	405	14	27	8	14	12	31
Interval_2713	chr1	150974567	150975147	+	581	28	41	14	32	26	38
Interval_2714	chr1	150977337	150977639	+	303	5	22	11	16	18	30
Interval_2715	chr1	150979408	150979803	+	396	22	32	12	17	29	33
Interval_2716	chr1	151008036	151008731	+	696	110	145	83	116	98	147
Interval_2717	chr1	151024514	151024932	+	419	16	36	18	23	23	39
Interval_2718	chr1	151043276	151043504	+	229	4	12	1	2	10	2
Interval_2719	chr1	151047640	151047965	+	326	6	18	11	13	14	25
Interval_2720	chr1	151048161	151048827	+	667	33	61	44	41	49	66
Interval_2721	chr1	151056271	151056526	+	256	21	24	24	21	32	19
Interval_2722	chr1	151057611	151058074	+	464	44	89	38	57	58	65
Interval_2723	chr1	151059315	151059886	+	572	81	140	90	113	127	143
Interval_2724	chr1	151070253	151071424	+	1172	69	194	108	142	127	206
Interval_2725	chr1	151099807	151100009	+	203	2	9	2	2	7	4
Interval_2726	chr1	151131186	151131632	+	447	18	60	19	26	35	39
Interval_2727	chr1	151146449	151147022	+	574	38	79	39	44	51	46
Interval_2728	chr1	151156003	151156804	+	802	28	71	42	34	53	55
Interval_2729	chr1	151157217	151157503	+	287	8	18	5	12	18	17
Interval_2730	chr1	151165681	151166329	+	649	66	117	55	66	104	105
Interval_2731	chr1	151189668	151190493	+	826	59	121	60	70	110	88
Interval_2732	chr1	151198217	151198810	+	594	71	141	65	90	98	102
Interval_2733	chr1	151251738	151252028	+	291	9	22	12	18	11	18
Interval_2734	chr1	151254463	151255037	+	575	55	106	55	80	85	106
Interval_2735	chr1	151281117	151282507	+	1391	321	507	310	387	412	432
Interval_2736	chr1	151300838	151301272	+	435	3	15	9	6	13	24
Interval_2737	chr1	151311473	151311986	+	514	16	88	41	61	43	101
Interval_2738	chr1	151327063	151328022	+	960	71	122	68	107	80	111
Interval_2739	chr1	151340853	151341233	+	381	9	18	4	8	10	11
Interval_2740	chr1	151346788	151347673	+	886	170	294	157	191	206	187
Interval_2741	chr1	151399152	151399960	+	809	52	108	69	65	70	79
Interval_2742	chr1	151436991	151437379	+	389	6	13	10	7	11	10
Interval_2743	chr1	151443869	151444221	+	353	7	26	7	6	19	20
Interval_2744	chr1	151457798	151458632	+	835	19	49	21	36	38	49
Interval_2745	chr1	151459025	151459676	+	652	30	71	42	46	64	70
Interval_2746	chr1	151511107	151511816	+	710	48	72	44	61	60	79
Interval_2747	chr1	151534717	151535069	+	353	4	11	7	5	9	11
Interval_2748	chr1	151539803	151540606	+	804	60	124	48	95	100	95
Interval_2749	chr1	151568669	151569226	+	558	75	141	64	65	58	90
Interval_2750	chr1	151594124	151594522	+	399	10	16	8	10	18	12
Interval_2751	chr1	151611726	151612228	+	503	26	44	28	57	34	32
Interval_2752	chr1	151612307	151612766	+	460	6	9	9	17	9	17
Interval_2753	chr1	151716890	151717103	+	214	9	11	4	2	10	9
Interval_2754	chr1	151721381	151721724	+	344	6	13	4	6	8	12
Interval_2755	chr1	151735102	151735371	+	270	3	10	3	4	6	5
Interval_2756	chr1	151763043	151763793	+	751	38	63	36	51	54	82
Interval_2757	chr1	151790206	151790934	+	729	147	284	161	192	234	216
Interval_2758	chr1	151815766	151816196	+	431	7	44	16	10	48	21
Interval_2759	chr1	151830662	151831077	+	416	20	52	23	26	41	26
Interval_2760	chr1	151836459	151836710	+	252	14	31	1	12	15	14
Interval_2761	chr1	151837228	151837636	+	409	23	44	18	26	29	37
Interval_2762	chr1	151839626	151840128	+	503	27	68	31	36	36	44
Interval_2763	chr1	151846783	151846994	+	212	3	6	2	8	4	11
Interval_2764	chr1	151848680	151848939	+	260	2	19	4	3	9	9
Interval_2765	chr1	151888958	151889335	+	378	4	8	2	9	6	10
Interval_2766	chr1	151898500	151899149	+	650	93	173	99	92	172	110
Interval_2767	chr1	151905125	151905631	+	507	27	56	26	28	34	32
Interval_2768	chr1	151909277	151909961	+	685	78	104	54	88	84	79
Interval_2769	chr1	151934015	151934342	+	328	6	10	4	10	8	4
Interval_2770	chr1	151941456	151941688	+	233	11	15	5	23	4	12
Interval_2771	chr1	151945555	151946144	+	590	76	134	75	88	84	89
Interval_2772	chr1	151946387	151946679	+	293	16	30	7	23	10	22
Interval_2773	chr1	151968001	151968368	+	368	8	14	5	11	13	12
Interval_2774	chr1	151972919	151973290	+	372	4	18	14	10	8	16
Interval_2775	chr1	151984260	151984723	+	464	13	52	31	20	42	29
Interval_2776	chr1	151993074	151993459	+	386	13	21	10	21	19	25
Interval_2777	chr1	151993699	151994651	+	953	64	104	50	110	85	80
Interval_2778	chr1	152001787	152002118	+	332	9	15	2	5	7	13
Interval_2779	chr1	152034594	152035561	+	968	109	164	92	105	114	100
Interval_2780	chr1	152036850	152037138	+	289	15	26	13	16	20	14
Interval_2781	chr1	152047888	152048713	+	826	168	285	178	202	179	201
Interval_2782	chr1	152185609	152185907	+	299	9	9	2	3	10	9
Interval_2783	chr1	152188700	152188970	+	271	5	12	6	7	9	4
Interval_2784	chr1	152189778	152190176	+	399	2	14	6	11	7	10
Interval_2785	chr1	152215726	152215926	+	201	1	5	0	11	2	4
Interval_2786	chr1	152392775	152393280	+	506	42	55	8	15	15	27
Interval_2787	chr1	152440838	152441226	+	389	10	19	5	11	16	19
Interval_2788	chr1	152458324	152458707	+	384	5	20	12	13	19	25
Interval_2789	chr1	152460175	152460382	+	208	4	8	1	0	3	7
Interval_2790	chr1	152461602	152461809	+	208	6	11	3	4	6	8
Interval_2791	chr1	152906218	152906633	+	416	1	26	2	2	8	2
Interval_2792	chr1	152913031	152913293	+	263	0	11	2	1	5	1
Interval_2793	chr1	153277919	153278216	+	298	6	8	2	1	1	11
Interval_2794	chr1	153339905	153340146	+	242	5	6	2	3	5	1
Interval_2795	chr1	153352486	153352793	+	308	4	8	2	2	6	4
Interval_2796	chr1	153407356	153407617	+	262	2	15	1	3	5	3
Interval_2797	chr1	153490704	153491065	+	362	0	56	4	0	0	21
Interval_2798	chr1	153495075	153495324	+	250	3	4	0	7	4	10
Interval_2799	chr1	153510899	153511246	+	348	5	20	6	7	10	22
Interval_2800	chr1	153532102	153532402	+	301	15	38	8	20	26	14
Interval_2801	chr1	153535572	153536543	+	972	79	141	73	125	108	143
Interval_2802	chr1	153545024	153546063	+	1040	78	164	63	81	97	75
Interval_2803	chr1	153566438	153566891	+	454	13	49	15	16	28	23
Interval_2804	chr1	153617666	153617978	+	313	3	10	5	5	10	14
Interval_2805	chr1	153633701	153634652	+	952	122	183	109	139	134	165
Interval_2806	chr1	153649408	153649868	+	461	6	25	8	5	25	12
Interval_2807	chr1	153658418	153659119	+	702	39	94	49	54	76	89
Interval_2808	chr1	153670763	153671815	+	1053	131	263	169	177	187	235
Interval_2809	chr1	153727554	153728357	+	804	145	246	175	189	213	232
Interval_2810	chr1	153749388	153749791	+	404	17	26	8	16	29	27
Interval_2811	chr1	153775294	153776300	+	1007	31	44	28	57	41	56
Interval_2812	chr1	153783366	153784006	+	641	46	107	53	82	90	87
Interval_2813	chr1	153797206	153797552	+	347	14	22	7	10	18	21
Interval_2814	chr1	153805148	153805854	+	707	127	259	145	146	201	197
Interval_2815	chr1	153821435	153821635	+	201	3	6	5	2	7	7
Interval_2816	chr1	153922652	153923493	+	842	236	343	208	291	283	312
